Accident ID,Date,Time,Latitude,Longitude,Location,Weather Condition,Road Condition,Vehicles Involved,Casualties,Turning Radii,Steep Slope Angles,Cause
f89c1472,05-07-2023,10:15:00 AM,11.2485,78.3386,"Kolli Hills Road, Tamil Nadu",Clear,Wet,1,8,6,10,Reckless Driving
8b500f3e,05-07-2023,2:31:00 PM,31.5267,78.1523,"Kinnaur Road, Himachal Pradesh",Storm,Dry,1,10,8,13,Mechanical Failure
e2939f76,05-07-2023,3:18:00 PM,11.2485,78.3386,"Kolli Hills Road, Tamil Nadu",Storm,Icy,4,3,6,10,Speeding
1ae3ce5b,05-07-2023,6:32:00 PM,34.2787,77.6046,"Khardung La Pass, Ladakh",Fog,Gravel,2,6,14,14,Mechanical Failure
a2ff9fc8,05-07-2023,7:46:00 PM,32.3643,77.2422,"Rohtang Pass, Himachal Pradesh",Storm,Wet,2,3,12,12,Drunk Driving
c620e356,05-07-2023,7:56:00 PM,32.3643,77.2422,"Rohtang Pass, Himachal Pradesh",Rain,Icy,2,2,12,12,Distracted Driving
d09a4ede,05-07-2023,11:36:00 PM,11.4637,76.7028,"Kallati Ghat Road, Tamil Nadu",Clear,Under Construction,3,8,6,9,Distracted Driving
3271dc15,05-08-2023,12:04:00 AM,33.2068,78.2974,"Gata Loops, Himachal Pradesh",Rain,Icy,1,9,7,10,Speeding
a96737ce,05-08-2023,12:12:00 AM,34.2704,75.4657,"Zoji La Pass, Jammu & Kashmir",Storm,Icy,2,5,10,11,Speeding
3e60d5bb,05-08-2023,5:52:00 AM,34.2787,77.6046,"Khardung La Pass, Ladakh",Hail,Icy,1,4,14,14,Weather Conditions
5b519a00,05-08-2023,6:07:00 AM,31.5267,78.1523,"Kinnaur Road, Himachal Pradesh",Hail,Frosty,2,7,8,13,Speeding
abcba3c6,05-08-2023,10:55:00 AM,33.2068,78.2974,"Gata Loops, Himachal Pradesh",Hail,Dry,3,3,7,10,Drunk Driving
453aac35,05-08-2023,11:40:00 AM,34.2704,75.4657,"Zoji La Pass, Jammu & Kashmir",Fog,Wet,1,2,10,11,Drunk Driving
e30b8a6f,05-08-2023,12:00:00 PM,11.4637,76.7028,"Kallati Ghat Road, Tamil Nadu",Rain,Wet,5,4,6,9,Speeding
77642194,05-08-2023,1:58:00 PM,34.2704,75.4657,"Zoji La Pass, Jammu & Kashmir",Rain,Frosty,2,2,10,11,Distracted Driving
069a8f03,05-08-2023,4:32:00 PM,10.3269,76.9541,"Valparai Ghat Road, Tamil Nadu",Fog,Under Construction,2,0,7,7,Drunk Driving
f6b1318f,05-08-2023,4:57:00 PM,11.4637,76.7028,"Kallati Ghat Road, Tamil Nadu",Hail,Dry,3,8,6,9,Reckless Driving
b6ffc65a,05-08-2023,5:01:00 PM,10.0889,77.0595,"Munnar Road, Kerala",Frost,Under Construction,5,5,8,8,Reckless Driving
fdb14bec,05-08-2023,5:35:00 PM,10.3269,76.9541,"Valparai Ghat Road, Tamil Nadu",Fog,Wet,3,3,7,7,Mechanical Failure
6c8b2e20,05-08-2023,5:39:00 PM,34.2704,75.4657,"Zoji La Pass, Jammu & Kashmir",Storm,Under Construction,2,1,10,11,Weather Conditions
46b46f6b,05-08-2023,6:03:00 PM,31.5267,78.1523,"Kinnaur Road, Himachal Pradesh",Frost,Dry,1,1,8,13,Speeding
005b07b1,05-08-2023,6:39:00 PM,10.0889,77.0595,"Munnar Road, Kerala",Fog,Gravel,3,2,8,8,Distracted Driving
503f951c,05-08-2023,8:39:00 PM,33.2068,78.2974,"Gata Loops, Himachal Pradesh",Rain,Dry,4,6,7,10,Speeding
7111a502,05-08-2023,8:45:00 PM,11.2485,78.3386,"Kolli Hills Road, Tamil Nadu",Fog,Gravel,3,10,6,10,Speeding
7d958caf,05-08-2023,11:49:00 PM,27.3869,88.8309,"Nathula Pass Road, Sikkim",Fog,Gravel,1,7,10,12,Mechanical Failure
c8a1f696,05-09-2023,5:29:00 AM,32.3643,77.2422,"Rohtang Pass, Himachal Pradesh",Storm,Wet,5,10,12,12,Distracted Driving
a209b4e2,05-09-2023,5:49:00 AM,11.2485,78.3386,"Kolli Hills Road, Tamil Nadu",Clear,Frosty,3,4,6,10,Reckless Driving
c94fcb2e,05-09-2023,6:17:00 AM,33.2068,78.2974,"Gata Loops, Himachal Pradesh",Hail,Dry,4,6,7,10,Distracted Driving
5a88c2b0,05-09-2023,7:41:00 AM,34.2704,75.4657,"Zoji La Pass, Jammu & Kashmir",Rain,Dry,1,7,10,11,Weather Conditions
7a393147,05-09-2023,8:56:00 AM,11.2485,78.3386,"Kolli Hills Road, Tamil Nadu",Storm,Frosty,2,10,6,10,Drunk Driving
e1af1085,05-09-2023,10:05:00 AM,31.5267,78.1523,"Kinnaur Road, Himachal Pradesh",Fog,Icy,3,5,8,13,Weather Conditions
c083b71b,05-09-2023,10:34:00 AM,31.5267,78.1523,"Kinnaur Road, Himachal Pradesh",Frost,Gravel,4,10,8,13,Weather Conditions
811741b5,05-09-2023,3:03:00 PM,31.5267,78.1523,"Kinnaur Road, Himachal Pradesh",Frost,Frosty,2,9,8,13,Mechanical Failure
2ecd4e05,05-09-2023,4:43:00 PM,31.5267,78.1523,"Kinnaur Road, Himachal Pradesh",Frost,Under Construction,2,4,8,13,Speeding
e014ee91,05-09-2023,7:27:00 PM,11.2485,78.3386,"Kolli Hills Road, Tamil Nadu",Storm,Gravel,5,7,6,10,Weather Conditions
e77362ea,05-09-2023,7:40:00 PM,34.2704,75.4657,"Zoji La Pass, Jammu & Kashmir",Frost,Gravel,3,8,10,11,Distracted Driving
bfcbfff5,05-09-2023,9:14:00 PM,32.3643,77.2422,"Rohtang Pass, Himachal Pradesh",Frost,Icy,4,1,12,12,Reckless Driving
464c40f8,05-09-2023,10:06:00 PM,10.3269,76.9541,"Valparai Ghat Road, Tamil Nadu",Rain,Icy,5,4,7,7,Mechanical Failure
74508d52,05-09-2023,10:32:00 PM,34.2704,75.4657,"Zoji La Pass, Jammu & Kashmir",Hail,Gravel,1,1,10,11,Drunk Driving
9f00cc14,05-10-2023,1:52:00 AM,33.2068,78.2974,"Gata Loops, Himachal Pradesh",Fog,Wet,2,0,7,10,Reckless Driving
a3672a8e,05-10-2023,4:01:00 AM,27.3869,88.8309,"Nathula Pass Road, Sikkim",Rain,Icy,3,4,10,12,Speeding
99d4e9a5,05-10-2023,4:27:00 AM,34.2704,75.4657,"Zoji La Pass, Jammu & Kashmir",Fog,Icy,4,3,10,11,Reckless Driving
b5ba18de,05-10-2023,6:17:00 AM,11.2485,78.3386,"Kolli Hills Road, Tamil Nadu",Rain,Wet,1,10,6,10,Reckless Driving
4c53f2b2,05-10-2023,7:03:00 AM,34.2787,77.6046,"Khardung La Pass, Ladakh",Storm,Frosty,4,2,14,14,Distracted Driving
c6a1f441,05-10-2023,7:49:00 AM,34.2787,77.6046,"Khardung La Pass, Ladakh",Clear,Icy,5,5,14,14,Weather Conditions
6fc0ce62,05-10-2023,8:37:00 AM,10.3269,76.9541,"Valparai Ghat Road, Tamil Nadu",Storm,Under Construction,3,6,7,7,Weather Conditions
ff3fc0dc,05-10-2023,9:23:00 AM,33.2068,78.2974,"Gata Loops, Himachal Pradesh",Fog,Icy,1,9,7,10,Mechanical Failure
fed0f284,05-10-2023,12:37:00 PM,31.5267,78.1523,"Kinnaur Road, Himachal Pradesh",Hail,Gravel,2,9,8,13,Distracted Driving
51f16b25,05-10-2023,12:58:00 PM,11.2485,78.3386,"Kolli Hills Road, Tamil Nadu",Storm,Dry,4,1,6,10,Reckless Driving
a0992293,05-10-2023,2:47:00 PM,33.2068,78.2974,"Gata Loops, Himachal Pradesh",Rain,Gravel,4,4,7,10,Speeding
96456e6d,05-10-2023,3:52:00 PM,31.5267,78.1523,"Kinnaur Road, Himachal Pradesh",Rain,Gravel,3,1,8,13,Mechanical Failure
b5d4bb05,05-10-2023,4:27:00 PM,27.3869,88.8309,"Nathula Pass Road, Sikkim",Hail,Icy,2,9,10,12,Weather Conditions
20c9b7c5,05-10-2023,5:36:00 PM,34.2787,77.6046,"Khardung La Pass, Ladakh",Rain,Icy,2,5,14,14,Speeding
7d6ef73f,05-10-2023,8:03:00 PM,11.4637,76.7028,"Kallati Ghat Road, Tamil Nadu",Hail,Frosty,2,10,6,9,Speeding
9380bbea,05-10-2023,8:24:00 PM,27.3869,88.8309,"Nathula Pass Road, Sikkim",Frost,Gravel,5,0,10,12,Speeding
6208d1a3,05-10-2023,11:30:00 PM,11.2485,78.3386,"Kolli Hills Road, Tamil Nadu",Fog,Dry,4,6,6,10,Weather Conditions
6b9c7f41,05-11-2023,1:01:00 AM,10.3269,76.9541,"Valparai Ghat Road, Tamil Nadu",Fog,Frosty,3,0,7,7,Reckless Driving
9866b47e,05-11-2023,1:11:00 AM,27.3869,88.8309,"Nathula Pass Road, Sikkim",Hail,Wet,5,2,10,12,Reckless Driving
9e7d6717,05-11-2023,1:14:00 AM,10.3269,76.9541,"Valparai Ghat Road, Tamil Nadu",Fog,Frosty,5,1,7,7,Weather Conditions
6393d7ef,05-11-2023,2:28:00 AM,34.2787,77.6046,"Khardung La Pass, Ladakh",Clear,Under Construction,5,8,14,14,Speeding
1e56bfd9,05-11-2023,4:44:00 AM,32.3643,77.2422,"Rohtang Pass, Himachal Pradesh",Storm,Frosty,4,8,12,12,Weather Conditions
f8c9b0e4,05-11-2023,5:32:00 AM,10.0889,77.0595,"Munnar Road, Kerala",Fog,Gravel,1,2,8,8,Distracted Driving
bcde123f,05-11-2023,6:13:00 AM,31.5267,78.1523,"Kinnaur Road, Himachal Pradesh",Storm,Frosty,1,8,8,13,Drunk Driving
44ac7627,05-11-2023,6:14:00 AM,34.2787,77.6046,"Khardung La Pass, Ladakh",Fog,Dry,4,7,14,14,Weather Conditions
221b5402,05-11-2023,8:50:00 AM,11.4637,76.7028,"Kallati Ghat Road, Tamil Nadu",Frost,Frosty,3,5,6,9,Drunk Driving
f65ef0f0,05-11-2023,11:02:00 AM,10.0889,77.0595,"Munnar Road, Kerala",Clear,Icy,1,2,8,8,Drunk Driving
cbdb035d,05-11-2023,12:11:00 PM,10.0889,77.0595,"Munnar Road, Kerala",Storm,Frosty,5,0,8,8,Reckless Driving
0118a72a,05-11-2023,1:41:00 PM,34.2704,75.4657,"Zoji La Pass, Jammu & Kashmir",Storm,Icy,5,5,10,11,Weather Conditions
df49a6f3,05-11-2023,4:57:00 PM,33.2068,78.2974,"Gata Loops, Himachal Pradesh",Storm,Frosty,3,5,7,10,Weather Conditions
0e7ba157,05-11-2023,9:20:00 PM,27.3869,88.8309,"Nathula Pass Road, Sikkim",Clear,Gravel,1,5,10,12,Distracted Driving
7e28a96e,05-12-2023,12:01:00 AM,31.5267,78.1523,"Kinnaur Road, Himachal Pradesh",Frost,Frosty,4,9,8,13,Distracted Driving
fb856994,05-12-2023,12:26:00 AM,33.2068,78.2974,"Gata Loops, Himachal Pradesh",Storm,Under Construction,3,8,7,10,Speeding
97f1bcbe,05-12-2023,3:17:00 AM,27.3869,88.8309,"Nathula Pass Road, Sikkim",Clear,Under Construction,3,3,10,12,Mechanical Failure
2e4ea46c,05-12-2023,4:03:00 AM,33.2068,78.2974,"Gata Loops, Himachal Pradesh",Clear,Gravel,2,0,7,10,Weather Conditions
e70329e9,05-12-2023,4:04:00 AM,32.3643,77.2422,"Rohtang Pass, Himachal Pradesh",Storm,Gravel,2,9,12,12,Drunk Driving
a0e8f26a,05-12-2023,6:05:00 AM,11.4637,76.7028,"Kallati Ghat Road, Tamil Nadu",Storm,Icy,5,8,6,9,Drunk Driving
12e92819,05-12-2023,10:37:00 AM,10.3269,76.9541,"Valparai Ghat Road, Tamil Nadu",Fog,Under Construction,3,0,7,7,Weather Conditions
56873d74,05-12-2023,12:05:00 PM,27.3869,88.8309,"Nathula Pass Road, Sikkim",Rain,Wet,3,0,10,12,Mechanical Failure
b48f79b2,05-12-2023,12:35:00 PM,10.0889,77.0595,"Munnar Road, Kerala",Hail,Frosty,3,5,8,8,Reckless Driving
cc54c32a,05-12-2023,4:06:00 PM,34.2704,75.4657,"Zoji La Pass, Jammu & Kashmir",Frost,Frosty,4,0,10,11,Drunk Driving
7ea689fa,05-12-2023,4:46:00 PM,10.3269,76.9541,"Valparai Ghat Road, Tamil Nadu",Fog,Dry,4,3,7,7,Distracted Driving
b59209f6,05-12-2023,4:56:00 PM,27.3869,88.8309,"Nathula Pass Road, Sikkim",Rain,Icy,1,1,10,12,Distracted Driving
77ac1e15,05-12-2023,8:41:00 PM,27.3869,88.8309,"Nathula Pass Road, Sikkim",Fog,Under Construction,5,4,10,12,Mechanical Failure
e533cb1f,05-12-2023,8:57:00 PM,11.2485,78.3386,"Kolli Hills Road, Tamil Nadu",Storm,Under Construction,3,6,6,10,Speeding
ff645364,05-12-2023,9:16:00 PM,33.2068,78.2974,"Gata Loops, Himachal Pradesh",Frost,Under Construction,2,2,7,10,Distracted Driving
7f0ee0d3,5/13/2023,12:17:00 AM,10.0889,77.0595,"Munnar Road, Kerala",Clear,Under Construction,1,9,8,8,Weather Conditions
1feb2e60,5/13/2023,12:22:00 AM,11.4637,76.7028,"Kallati Ghat Road, Tamil Nadu",Fog,Frosty,1,6,6,9,Weather Conditions
7c33914e,5/13/2023,2:54:00 AM,27.3869,88.8309,"Nathula Pass Road, Sikkim",Hail,Under Construction,3,8,10,12,Weather Conditions
da7f2ea2,5/13/2023,3:51:00 AM,11.2485,78.3386,"Kolli Hills Road, Tamil Nadu",Fog,Frosty,2,3,6,10,Distracted Driving
5732c0d5,5/13/2023,7:22:00 AM,11.4637,76.7028,"Kallati Ghat Road, Tamil Nadu",Clear,Gravel,5,9,6,9,Distracted Driving
ccf72a20,5/13/2023,9:18:00 AM,34.2704,75.4657,"Zoji La Pass, Jammu & Kashmir",Storm,Wet,4,4,10,11,Distracted Driving
d78b61e9,5/13/2023,1:36:00 PM,11.2485,78.3386,"Kolli Hills Road, Tamil Nadu",Rain,Under Construction,3,5,6,10,Mechanical Failure
bd853a87,5/13/2023,2:40:00 PM,10.3269,76.9541,"Valparai Ghat Road, Tamil Nadu",Hail,Icy,5,5,7,7,Mechanical Failure
68512466,5/13/2023,6:09:00 PM,33.2068,78.2974,"Gata Loops, Himachal Pradesh",Clear,Gravel,1,2,7,10,Drunk Driving
23514597,5/13/2023,7:18:00 PM,34.2704,75.4657,"Zoji La Pass, Jammu & Kashmir",Storm,Frosty,4,9,10,11,Reckless Driving
2d6c2ece,5/13/2023,8:34:00 PM,11.4637,76.7028,"Kallati Ghat Road, Tamil Nadu",Clear,Frosty,4,5,6,9,Weather Conditions
5e8476c5,5/13/2023,11:07:00 PM,33.2068,78.2974,"Gata Loops, Himachal Pradesh",Fog,Frosty,2,0,7,10,Distracted Driving
b6cb84c2,5/14/2023,2:12:00 AM,32.3643,77.2422,"Rohtang Pass, Himachal Pradesh",Rain,Under Construction,5,4,12,12,Speeding
c62b2a26,5/14/2023,3:15:00 AM,10.3269,76.9541,"Valparai Ghat Road, Tamil Nadu",Fog,Under Construction,4,6,7,7,Distracted Driving
8032cc23,5/14/2023,3:29:00 AM,10.0889,77.0595,"Munnar Road, Kerala",Storm,Gravel,5,7,8,8,Weather Conditions
a2c9c233,5/14/2023,6:16:00 AM,34.2704,75.4657,"Zoji La Pass, Jammu & Kashmir",Frost,Wet,4,5,10,11,Distracted Driving
d16d9102,5/14/2023,8:25:00 AM,10.3269,76.9541,"Valparai Ghat Road, Tamil Nadu",Rain,Icy,4,4,7,7,Weather Conditions
b7854c60,5/14/2023,9:56:00 AM,31.5267,78.1523,"Kinnaur Road, Himachal Pradesh",Rain,Frosty,2,9,8,13,Weather Conditions
a1b417b3,5/14/2023,3:36:00 PM,11.2485,78.3386,"Kolli Hills Road, Tamil Nadu",Hail,Gravel,3,2,6,10,Mechanical Failure
7a9f1603,5/14/2023,8:04:00 PM,10.3269,76.9541,"Valparai Ghat Road, Tamil Nadu",Rain,Wet,3,9,7,7,Mechanical Failure
db5e5358,5/14/2023,8:32:00 PM,32.3643,77.2422,"Rohtang Pass, Himachal Pradesh",Clear,Wet,2,3,12,12,Speeding
c348fc09,5/14/2023,8:45:00 PM,11.4637,76.7028,"Kallati Ghat Road, Tamil Nadu",Storm,Under Construction,1,8,6,9,Speeding
7f6ad727,5/14/2023,9:19:00 PM,34.2704,75.4657,"Zoji La Pass, Jammu & Kashmir",Rain,Frosty,5,8,10,11,Distracted Driving
f79b18aa,5/14/2023,10:41:00 PM,10.0889,77.0595,"Munnar Road, Kerala",Rain,Wet,5,3,8,8,Weather Conditions
a7704a24,5/14/2023,11:58:00 PM,10.3269,76.9541,"Valparai Ghat Road, Tamil Nadu",Rain,Icy,3,10,7,7,Reckless Driving
9b518b6d,5/15/2023,12:05:00 AM,34.2787,77.6046,"Khardung La Pass, Ladakh",Rain,Dry,2,0,14,14,Distracted Driving
ece5060b,5/15/2023,1:32:00 AM,34.2704,75.4657,"Zoji La Pass, Jammu & Kashmir",Clear,Under Construction,1,4,10,11,Weather Conditions
4b00edd6,5/15/2023,2:04:00 AM,11.2485,78.3386,"Kolli Hills Road, Tamil Nadu",Frost,Dry,4,4,6,10,Drunk Driving
e3f7af1a,5/15/2023,2:46:00 AM,34.2787,77.6046,"Khardung La Pass, Ladakh",Storm,Dry,5,2,14,14,Mechanical Failure
4eeb8530,5/15/2023,3:50:00 AM,11.2485,78.3386,"Kolli Hills Road, Tamil Nadu",Rain,Icy,1,2,6,10,Mechanical Failure
bc56ae7a,5/15/2023,5:35:00 AM,11.4637,76.7028,"Kallati Ghat Road, Tamil Nadu",Fog,Under Construction,5,7,6,9,Speeding
aa34f050,5/15/2023,9:52:00 AM,11.4637,76.7028,"Kallati Ghat Road, Tamil Nadu",Hail,Icy,1,9,6,9,Weather Conditions
1bed6b15,5/15/2023,4:57:00 PM,34.2787,77.6046,"Khardung La Pass, Ladakh",Rain,Dry,2,2,14,14,Drunk Driving
e504ddcc,5/15/2023,5:25:00 PM,34.2787,77.6046,"Khardung La Pass, Ladakh",Hail,Dry,3,6,14,14,Distracted Driving
b4c39433,5/15/2023,9:16:00 PM,11.4637,76.7028,"Kallati Ghat Road, Tamil Nadu",Frost,Dry,4,7,6,9,Reckless Driving
b6d687cd,5/16/2023,12:41:00 AM,27.3869,88.8309,"Nathula Pass Road, Sikkim",Frost,Gravel,5,9,10,12,Distracted Driving
be67105a,5/16/2023,1:21:00 AM,11.4637,76.7028,"Kallati Ghat Road, Tamil Nadu",Clear,Frosty,4,8,6,9,Weather Conditions
118aae8e,5/16/2023,4:09:00 AM,34.2704,75.4657,"Zoji La Pass, Jammu & Kashmir",Storm,Frosty,2,5,10,11,Drunk Driving
d29e3fe1,5/16/2023,5:40:00 AM,27.3869,88.8309,"Nathula Pass Road, Sikkim",Fog,Under Construction,5,1,10,12,Reckless Driving
fd91ec8d,5/16/2023,9:37:00 AM,31.5267,78.1523,"Kinnaur Road, Himachal Pradesh",Frost,Dry,2,0,8,13,Drunk Driving
28ca7fcd,5/16/2023,9:50:00 AM,11.2485,78.3386,"Kolli Hills Road, Tamil Nadu",Storm,Gravel,5,7,6,10,Drunk Driving
427baf4d,5/16/2023,10:46:00 AM,34.2787,77.6046,"Khardung La Pass, Ladakh",Frost,Icy,5,7,14,14,Mechanical Failure
dbd127e5,5/16/2023,11:47:00 AM,33.2068,78.2974,"Gata Loops, Himachal Pradesh",Hail,Gravel,2,9,7,10,Speeding
71706fb2,5/16/2023,12:37:00 PM,33.2068,78.2974,"Gata Loops, Himachal Pradesh",Hail,Icy,3,5,7,10,Weather Conditions
bc106bf0,5/16/2023,1:05:00 PM,34.2787,77.6046,"Khardung La Pass, Ladakh",Hail,Gravel,3,4,14,14,Mechanical Failure
9511c5fb,5/16/2023,1:47:00 PM,10.3269,76.9541,"Valparai Ghat Road, Tamil Nadu",Fog,Frosty,1,9,7,7,Speeding
c82c4740,5/16/2023,2:12:00 PM,32.3643,77.2422,"Rohtang Pass, Himachal Pradesh",Fog,Frosty,3,10,12,12,Drunk Driving
9f1785a4,5/16/2023,2:26:00 PM,32.3643,77.2422,"Rohtang Pass, Himachal Pradesh",Frost,Icy,3,1,12,12,Weather Conditions
ef9b178b,5/16/2023,2:29:00 PM,11.4637,76.7028,"Kallati Ghat Road, Tamil Nadu",Storm,Under Construction,5,1,6,9,Mechanical Failure
adc14081,5/16/2023,5:01:00 PM,27.3869,88.8309,"Nathula Pass Road, Sikkim",Storm,Gravel,2,4,10,12,Distracted Driving
5805cf67,5/16/2023,9:53:00 PM,27.3869,88.8309,"Nathula Pass Road, Sikkim",Storm,Frosty,3,10,10,12,Weather Conditions
8e20ff6f,5/17/2023,2:21:00 AM,11.4637,76.7028,"Kallati Ghat Road, Tamil Nadu",Frost,Wet,5,2,6,9,Drunk Driving
5dfa5f48,5/17/2023,2:25:00 AM,34.2704,75.4657,"Zoji La Pass, Jammu & Kashmir",Frost,Wet,3,1,10,11,Speeding
97a19050,5/17/2023,3:21:00 AM,10.0889,77.0595,"Munnar Road, Kerala",Hail,Under Construction,3,0,8,8,Mechanical Failure
bf60b70b,5/17/2023,9:32:00 AM,10.3269,76.9541,"Valparai Ghat Road, Tamil Nadu",Hail,Wet,5,7,7,7,Reckless Driving
15f47ebf,5/17/2023,11:03:00 AM,11.2485,78.3386,"Kolli Hills Road, Tamil Nadu",Frost,Under Construction,3,1,6,10,Mechanical Failure
e06a9381,5/17/2023,11:56:00 AM,10.3269,76.9541,"Valparai Ghat Road, Tamil Nadu",Clear,Dry,4,10,7,7,Mechanical Failure
6f581157,5/17/2023,7:21:00 PM,34.2704,75.4657,"Zoji La Pass, Jammu & Kashmir",Storm,Frosty,1,0,10,11,Reckless Driving
0ba07032,5/17/2023,10:36:00 PM,33.2068,78.2974,"Gata Loops, Himachal Pradesh",Fog,Wet,1,4,7,10,Distracted Driving
be9727e2,5/17/2023,11:39:00 PM,32.3643,77.2422,"Rohtang Pass, Himachal Pradesh",Clear,Gravel,1,2,12,12,Weather Conditions
d5c64122,5/18/2023,2:31:00 AM,10.0889,77.0595,"Munnar Road, Kerala",Hail,Under Construction,4,8,8,8,Speeding
c3270131,5/18/2023,5:13:00 AM,34.2787,77.6046,"Khardung La Pass, Ladakh",Rain,Dry,3,5,14,14,Distracted Driving
72946860,5/18/2023,1:15:00 PM,34.2787,77.6046,"Khardung La Pass, Ladakh",Rain,Gravel,5,2,14,14,Distracted Driving
312cab2b,5/18/2023,1:56:00 PM,27.3869,88.8309,"Nathula Pass Road, Sikkim",Hail,Icy,4,0,10,12,Reckless Driving
6.95E+50,5/18/2023,3:30:00 PM,32.3643,77.2422,"Rohtang Pass, Himachal Pradesh",Storm,Frosty,5,10,12,12,Weather Conditions
ba3a53d9,5/18/2023,4:01:00 PM,34.2704,75.4657,"Zoji La Pass, Jammu & Kashmir",Storm,Under Construction,1,9,10,11,Speeding
28ebfcb2,5/18/2023,4:11:00 PM,27.3869,88.8309,"Nathula Pass Road, Sikkim",Frost,Icy,4,3,10,12,Distracted Driving
c4a5c1ca,5/18/2023,4:14:00 PM,10.3269,76.9541,"Valparai Ghat Road, Tamil Nadu",Clear,Dry,2,3,7,7,Distracted Driving
cb075d8a,5/18/2023,5:51:00 PM,34.2787,77.6046,"Khardung La Pass, Ladakh",Clear,Gravel,2,5,14,14,Drunk Driving
a779b12a,5/18/2023,6:35:00 PM,31.5267,78.1523,"Kinnaur Road, Himachal Pradesh",Rain,Gravel,2,2,8,13,Mechanical Failure
954634f6,5/18/2023,7:26:00 PM,34.2787,77.6046,"Khardung La Pass, Ladakh",Storm,Frosty,3,6,14,14,Speeding
69d39c26,5/18/2023,11:11:00 PM,11.4637,76.7028,"Kallati Ghat Road, Tamil Nadu",Storm,Dry,4,9,6,9,Speeding
e281c08e,5/18/2023,11:16:00 PM,10.0889,77.0595,"Munnar Road, Kerala",Rain,Frosty,4,4,8,8,Reckless Driving
1cdc7ca7,5/19/2023,12:50:00 AM,10.3269,76.9541,"Valparai Ghat Road, Tamil Nadu",Hail,Gravel,3,8,7,7,Drunk Driving
0e5bdc6d,5/19/2023,5:35:00 AM,33.2068,78.2974,"Gata Loops, Himachal Pradesh",Storm,Gravel,5,8,7,10,Mechanical Failure
175866d8,5/19/2023,6:52:00 AM,34.2704,75.4657,"Zoji La Pass, Jammu & Kashmir",Storm,Wet,2,7,10,11,Weather Conditions
2dee5ebc,5/19/2023,7:17:00 AM,10.0889,77.0595,"Munnar Road, Kerala",Hail,Icy,5,3,8,8,Mechanical Failure
fe76e7ee,5/19/2023,8:54:00 AM,11.4637,76.7028,"Kallati Ghat Road, Tamil Nadu",Hail,Dry,3,2,6,9,Reckless Driving
03f32b08,5/19/2023,9:04:00 AM,34.2704,75.4657,"Zoji La Pass, Jammu & Kashmir",Clear,Icy,4,0,10,11,Mechanical Failure
4b5ccd3c,5/19/2023,1:54:00 PM,10.0889,77.0595,"Munnar Road, Kerala",Rain,Dry,4,5,8,8,Speeding
5c4dec3e,5/19/2023,2:11:00 PM,31.5267,78.1523,"Kinnaur Road, Himachal Pradesh",Hail,Dry,3,1,8,13,Drunk Driving
f65d4205,5/19/2023,2:13:00 PM,11.2485,78.3386,"Kolli Hills Road, Tamil Nadu",Hail,Wet,2,7,6,10,Reckless Driving
2fae6fe0,5/19/2023,2:24:00 PM,10.0889,77.0595,"Munnar Road, Kerala",Storm,Frosty,2,1,8,8,Speeding
7026e6e0,5/19/2023,3:30:00 PM,10.3269,76.9541,"Valparai Ghat Road, Tamil Nadu",Storm,Wet,3,10,7,7,Reckless Driving
b8c19af2,5/19/2023,6:17:00 PM,34.2787,77.6046,"Khardung La Pass, Ladakh",Fog,Dry,5,3,14,14,Distracted Driving
62c39168,5/19/2023,6:23:00 PM,11.4637,76.7028,"Kallati Ghat Road, Tamil Nadu",Storm,Wet,3,1,6,9,Weather Conditions
8b31d924,5/19/2023,10:32:00 PM,11.2485,78.3386,"Kolli Hills Road, Tamil Nadu",Fog,Gravel,1,5,6,10,Distracted Driving
9516b2b1,5/19/2023,10:44:00 PM,27.3869,88.8309,"Nathula Pass Road, Sikkim",Clear,Dry,4,6,10,12,Distracted Driving
02333a38,5/19/2023,10:57:00 PM,34.2787,77.6046,"Khardung La Pass, Ladakh",Storm,Icy,3,1,14,14,Weather Conditions
3b1e52c0,5/20/2023,2:04:00 AM,32.3643,77.2422,"Rohtang Pass, Himachal Pradesh",Rain,Dry,5,6,12,12,Speeding
b94d5454,5/20/2023,6:59:00 AM,33.2068,78.2974,"Gata Loops, Himachal Pradesh",Frost,Gravel,5,3,7,10,Reckless Driving
85f55538,5/20/2023,9:53:00 AM,11.2485,78.3386,"Kolli Hills Road, Tamil Nadu",Hail,Frosty,3,0,6,10,Drunk Driving
de0d4e5a,5/20/2023,2:36:00 PM,11.4637,76.7028,"Kallati Ghat Road, Tamil Nadu",Fog,Frosty,3,7,6,9,Reckless Driving
0541cba7,5/20/2023,4:12:00 PM,11.2485,78.3386,"Kolli Hills Road, Tamil Nadu",Fog,Dry,2,1,6,10,Speeding
de758ae0,5/20/2023,4:38:00 PM,34.2704,75.4657,"Zoji La Pass, Jammu & Kashmir",Hail,Under Construction,5,8,10,11,Reckless Driving
2519d3ca,5/20/2023,4:44:00 PM,10.3269,76.9541,"Valparai Ghat Road, Tamil Nadu",Rain,Gravel,3,2,7,7,Reckless Driving
d9978ddf,5/20/2023,6:44:00 PM,31.5267,78.1523,"Kinnaur Road, Himachal Pradesh",Rain,Frosty,1,7,8,13,Reckless Driving
5c7f5fff,5/20/2023,9:59:00 PM,11.2485,78.3386,"Kolli Hills Road, Tamil Nadu",Hail,Wet,3,1,6,10,Distracted Driving
